#
# Output is generated by GenSAS 7.x-5.0
#
#Name     : The name of mRNA
#Start    : Start of alignment in subject
#End      : End of alignment in subject
#Match_Start  : Start of alignment in query
#Match_End    : End of alignment in query
#Score        : Row score of the match
#E-value      : E value of the match
#Identity     : Percentage of identical matches
#AL           : Alignment length
Name	Start	End	Score	Accession	Match_ID	Match_Start	Match_End	E-value	Identity	AL
M_mag.00g014490.m01	10	133	248	Q6NT04	sp|Q6NT04|TIGD7_HUMAN	20	142	8.40e-21	40.000	125
M_mag.00g014500.m01	119	239	148	Q4V7W3	sp|Q4V7W3|HEXI1_XENLA	79	184	2.04e-09	33.333	126
M_mag.00g014520.m01	1	94	471	Q5E9F8	sp|Q5E9F8|H33_BOVIN	1	94	4.71e-61	100.000	94
M_mag.00g014540.m01	116	189	181	Q86B79	sp|Q86B79|UNK_DROME	1	99	2.04e-15	42.424	99
M_mag.00g014840.m01	594	783	328	Q9UIG0	sp|Q9UIG0|BAZ1B_HUMAN	56	243	1.44e-31	35.789	190
M_mag.00g014890.m01	127	259	183	P18459	sp|P18459|TY3H_DROME	24	152	2.37e-15	38.346	133
M_mag.00g014950.m01	18	720	1640	Q3T904	sp|Q3T904|ATG9A_BOVIN	44	759	0.0	46.612	738
M_mag.00g015100.m01	4	306	279	Q9BSV6	sp|Q9BSV6|SEN34_HUMAN	31	327	3.99e-27	31.475	305
M_mag.00g015120.m01	835	888	210	P55202	sp|P55202|ANPRB_ANGJA	10	63	2.57e-20	75.926	54
M_mag.00g015260.m01	232	497	152	P06239	sp|P06239|LCK_HUMAN	124	357	1.17e-09	22.963	270
M_mag.00g015340.m01	232	497	149	P06239	sp|P06239|LCK_HUMAN	124	357	2.75e-09	22.222	270
M_mag.00g015400.m01	44	91	199	Q28C65	sp|Q28C65|EIF3K_XENTR	1	48	7.74e-20	72.917	48
M_mag.00g015410.m01	441	505	216	Q8TAM2	sp|Q8TAM2|TTC8_HUMAN	1	65	5.65e-21	56.923	65
M_mag.00g015490.m01	182	256	189	O14513	sp|O14513|NCKP5_HUMAN	116	190	1.45e-12	49.333	75
M_mag.00g015620.m01	106	308	161	P09593	sp|P09593|SANT_PLAFV	93	292	8.84e-11	35.961	203
M_mag.00g015700.m01	251	533	282	Q5RCB9	sp|Q5RCB9|PMGT1_PONAB	18	242	2.50e-27	25.088	283
M_mag.00g015710.m01	603	688	288	Q9NQV8	sp|Q9NQV8|PRDM8_HUMAN	226	307	2.38e-27	67.442	86
M_mag.00g015780.m01	259	622	660	P20825	sp|P20825|POL2_DROME	7	373	1.21e-76	38.482	369
M_mag.00g015790.m01	2567	2659	219	O15943	sp|O15943|CADN_DROME	2	90	6.84e-21	47.872	94
M_mag.00g015800.m01	2240	2565	352	O15943	sp|O15943|CADN_DROME	37	436	2.17e-34	27.654	405
M_mag.00g015810.m01	580	718	210	Q9VJB6	sp|Q9VJB6|CADN2_DROME	6	150	7.46e-19	34.694	147
M_mag.00g016020.m01	617	1329	924	Q99315	sp|Q99315|YG31B_YEAST	204	892	3.05e-103	32.083	720
M_mag.00g016030.m01	267	320	142	Q811Q9	sp|Q811Q9|PCY1B_MOUSE	5	58	1.72e-10	55.556	54
M_mag.00g016040.m01	117	239	488	Q9Y5K3	sp|Q9Y5K3|PCY1B_HUMAN	1	123	2.44e-60	71.545	123
M_mag.00g016090.m01	164	339	408	Q6PB70	sp|Q6PB70|ANO8_MOUSE	2	174	3.49e-45	44.633	177
M_mag.00g016120.m01	192	622	723	P20825	sp|P20825|POL2_DROME	1033	1461	1.88e-77	36.927	436
M_mag.00g016170.m01	110	362	231	L7YAI7	sp|L7YAI7|B4GA1_DANRE	132	383	1.24e-19	29.502	261
M_mag.00g016210.m01	387	467	294	Q8IYD1	sp|Q8IYD1|ERF3B_HUMAN	2	84	1.86e-31	60.241	83
M_mag.00g016220.m01	400	482	321	P15170	sp|P15170|ERF3A_HUMAN	1	83	1.70e-35	66.265	83
M_mag.00g016350.m01	84	120	190	Q90965	sp|Q90965|RAB2A_CHICK	1	37	5.68e-19	94.595	37
M_mag.00g016370.m01	266	475	232	Q29AA9	sp|Q29AA9|HH_DROPS	43	288	2.53e-20	30.709	254
M_mag.00g016390.m01	9	101	248	Q62226	sp|Q62226|SHH_MOUSE	30	118	6.07e-24	63.441	93
M_mag.00g016410.m01	198	740	328	Q28298	sp|Q28298|RRBP1_CANLF	238	767	3.28e-29	38.419	544
M_mag.00g016420.m01	550	609	146	A8WL06	sp|A8WL06|UNC62_CAEBR	180	240	2.12e-09	45.902	61
M_mag.00g016460.m01	111	200	178	E9Q4F7	sp|E9Q4F7|ANR11_MOUSE	1	81	1.00e-15	46.739	92
M_mag.00g016480.m01	1834	1916	177	Q6UB98	sp|Q6UB98|ANR12_HUMAN	33	115	5.18e-15	46.988	83
M_mag.00g016550.m01	525	1041	204	P15594	sp|P15594|RTP2_TRYBG	326	928	9.28e-15	22.134	628
M_mag.00g016670.m01	680	758	306	Q9VJ79	sp|Q9VJ79|PDE11_DROME	2	80	5.25e-33	68.354	79
M_mag.00g016800.m01	85	129	155	Q9CR41	sp|Q9CR41|HYPK_MOUSE	1	45	2.17e-14	64.444	45
M_mag.00g017020.m01	264	304	170	Q94890	sp|Q94890|H15_DROME	66	106	3.35e-14	73.171	41
M_mag.00g017270.m01	327	467	164	Q66KI8	sp|Q66KI8|APCD1_XENLA	5	150	2.80e-12	34.459	148
M_mag.00g017280.m01	855	988	314	Q9W539	sp|Q9W539|HR4_DROME	302	438	2.34e-29	45.283	159
M_mag.00g017490.m01	887	936	201	Q7KT91	sp|Q7KT91|C3390_DROME	1	50	1.86e-18	68.000	50
M_mag.00g017530.m01	437	779	579	Q8CGF7	sp|Q8CGF7|TCRG1_MOUSE	152	502	1.72e-63	45.646	379
M_mag.00g017550.m01	75	117	183	Q6P257	sp|Q6P257|ERD22_XENTR	1	43	7.17e-18	76.744	43
M_mag.00g017600.m01	128	249	302	D8VNS7	sp|D8VNS7|FCNV1_CERRY	16	142	9.53e-33	49.606	127
M_mag.00g017980.m01	93	291	630	Q9PU85	sp|Q9PU85|PIM3_COTJA	1	202	3.14e-80	60.591	203
M_mag.00g018200.m01	158	278	228	Q8NEL9	sp|Q8NEL9|DDHD1_HUMAN	126	225	2.70e-20	43.443	122
M_mag.00g018230.m01	2333	2591	235	O15943	sp|O15943|CADN_DROME	9	266	1.13e-18	27.305	282
M_mag.00g018240.m01	1976	2200	245	O15943	sp|O15943|CADN_DROME	2	222	1.75e-22	32.035	231
M_mag.00g018330.m01	41	105	167	Q96LU5	sp|Q96LU5|IMP1L_HUMAN	1	60	1.47e-15	47.692	65
M_mag.00g018340.m01	1	61	308	Q18246	sp|Q18246|RAP1_CAEEL	1	61	1.40e-36	98.361	61
M_mag.00g018350.m01	111	184	286	P22123	sp|P22123|RAPA_DIPOM	1	74	5.80e-33	78.667	75
M_mag.00g018510.m01	35	153	291	B3LYS5	sp|B3LYS5|FOXO_DROAN	1	131	4.42e-30	51.515	132
M_mag.00g018520.m01	16	151	331	Q9WVH3	sp|Q9WVH3|FOXO4_MOUSE	72	193	4.43e-35	52.206	136
M_mag.00g019030.m01	179	235	202	Q2YDF6	sp|Q2YDF6|RT35_BOVIN	1	57	1.11e-19	64.912	57
M_mag.00g019250.m01	871	917	175	P35220	sp|P35220|CTNA_DROME	1	47	7.24e-16	78.723	47
M_mag.00g019260.m01	95	859	2989	P35220	sp|P35220|CTNA_DROME	1	764	0.0	75.718	766
M_mag.00g019340.m01	3	124	433	P17789	sp|P17789|TTKB_DROME	1	122	1.20e-44	58.197	122
M_mag.00g019350.m01	7	50	201	P31007	sp|P31007|DLG1_DROME	15	58	3.12e-19	84.091	44
M_mag.00g019700.m01	329	386	263	P31007	sp|P31007|DLG1_DROME	1	58	1.34e-27	79.310	58
M_mag.00g019880.m01	785	888	338	P35832	sp|P35832|PTP99_DROME	1	106	8.35e-37	60.377	106
M_mag.00g020220.m01	129	196	180	Q5R605	sp|Q5R605|CHM1A_PONAB	1	70	4.41e-17	55.714	70
M_mag.00g020240.m01	4	536	2025	O35345	sp|O35345|IMA7_MOUSE	1	535	0.0	74.677	541
M_mag.00g020250.m01	50	120	165	Q5JTJ3	sp|Q5JTJ3|COA6_HUMAN	13	81	4.19e-15	43.662	71
M_mag.00g020320.m01	565	635	171	O15018	sp|O15018|PDZD2_HUMAN	970	1039	7.58e-11	52.703	74
M_mag.00g020420.m01	262	429	385	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	3	162	8.69e-42	41.667	168
M_mag.00g020430.m01	217	274	235	P05165	sp|P05165|PCCA_HUMAN	1	58	7.08e-24	84.483	58
M_mag.00g020460.m01	348	397	163	A2A4P0	sp|A2A4P0|DHX8_MOUSE	1	49	4.15e-14	72.549	51
M_mag.00g020630.m01	1494	1643	467	Q80UV9	sp|Q80UV9|TAF1_MOUSE	1	150	6.45e-50	56.667	150
M_mag.00g020640.m01	123	1503	3526	P51123	sp|P51123|TAF1_DROME	152	1462	0.0	57.706	1395
M_mag.00g020650.m01	389	469	408	P61619	sp|P61619|S61A1_HUMAN	42	122	1.56e-47	95.062	81
M_mag.00g020660.m01	50	171	549	Q98SN8	sp|Q98SN8|S61A2_ONCMY	1	122	1.97e-68	95.902	122
M_mag.00g020670.m01	531	1958	3929	Q99323	sp|Q99323|MYSN_DROME	2	1429	0.0	68.627	1428
M_mag.00g020680.m01	357	388	136	Q99323	sp|Q99323|MYSN_DROME	1	32	5.46e-11	78.125	32
M_mag.00g020710.m01	1	115	417	P35580	sp|P35580|MYH10_HUMAN	1	116	3.42e-47	68.103	116
M_mag.00g020730.m01	10	79	292	Q9VJQ5	sp|Q9VJQ5|NC2B_DROME	5	74	6.25e-34	74.286	70
M_mag.00g021030.m01	54	141	255	Q7RTU0	sp|Q7RTU0|TCF24_HUMAN	25	133	7.00e-26	55.046	109
M_mag.00g021040.m01	15	117	166	P23645	sp|P23645|BIB_DROME	14	102	1.22e-13	35.922	103
M_mag.00g021090.m01	917	1200	347	Q7TT28	sp|Q7TT28|REXO1_MOUSE	7	279	2.33e-35	35.889	287
M_mag.00g021110.m01	444	488	127	Q9BQ70	sp|Q9BQ70|TCF25_HUMAN	8	52	3.23e-09	57.778	45
M_mag.00g021330.m01	32	250	1036	Q3T7C9	sp|Q3T7C9|DPH1_PENVA	41	259	2.30e-140	84.932	219
M_mag.00g021350.m01	1	164	290	Q3T0Q6	sp|Q3T0Q6|CNBP_BOVIN	1	162	3.23e-32	41.714	175
M_mag.00g021380.m01	455	622	326	P20825	sp|P20825|POL2_DROME	992	1164	3.87e-29	41.618	173
M_mag.00g021450.m01	18	591	1566	Q7T322	sp|Q7T322|NAA35_DANRE	1	579	0.0	50.430	581
M_mag.00g021470.m01	186	392	452	Q9VNM1	sp|Q9VNM1|NPFR_DROME	6	212	1.26e-51	50.230	217
M_mag.00g021480.m01	71	188	334	Q9VNM1	sp|Q9VNM1|NPFR_DROME	53	170	1.55e-35	67.797	118
M_mag.00g021550.m01	898	1225	303	Q9VJB6	sp|Q9VJB6|CADN2_DROME	86	413	1.67e-27	28.614	339
M_mag.00g021560.m01	1976	2178	190	O15943	sp|O15943|CADN_DROME	2	187	1.33e-15	30.622	209
M_mag.00g021580.m01	11	329	302	P34257	sp|P34257|TC3A_CAEEL	10	340	2.23e-30	28.947	342
M_mag.00g021630.m01	3	50	171	Q91821	sp|Q91821|MELK_XENLA	6	53	3.01e-15	68.750	48
M_mag.00g021670.m01	328	840	841	Q5C9Z4	sp|Q5C9Z4|NOM1_HUMAN	1240	1789	8.37e-94	37.589	564
M_mag.00g021690.m01	116	234	442	Q6RG02	sp|Q6RG02|VIT_PENME	1	119	1.43e-50	62.185	119
M_mag.00g021700.m01	751	987	428	Q6RG02	sp|Q6RG02|VIT_PENME	17	238	8.44e-47	39.916	238
M_mag.00g021710.m01	1795	1998	324	Q6RG02	sp|Q6RG02|VIT_PENME	35	239	2.24e-32	32.683	205
M_mag.00g021720.m01	2296	2486	274	Q6RG02	sp|Q6RG02|VIT_PENME	73	244	3.95e-26	35.938	192
M_mag.00g021830.m01	1293	1341	148	P47990	sp|P47990|XDH_CHICK	1	49	3.33e-12	55.102	49
M_mag.00g021840.m01	680	814	301	P47990	sp|P47990|XDH_CHICK	19	153	1.25e-30	54.412	136
M_mag.00g021880.m01	597	1322	520	Q99315	sp|Q99315|YG31B_YEAST	359	1101	4.94e-52	24.870	772
M_mag.00g022050.m01	39	151	200	Q8NFZ4	sp|Q8NFZ4|NLGN2_HUMAN	30	145	4.71e-17	42.857	119
M_mag.00g022150.m01	503	714	316	A4IFA3	sp|A4IFA3|GT2D2_BOVIN	67	274	1.76e-31	34.434	212
M_mag.00g022210.m01	525	576	146	Q8C827	sp|Q8C827|ZFP62_MOUSE	5	57	1.33e-11	52.830	53
M_mag.00g022230.m01	4	158	168	Q96ER3	sp|Q96ER3|SAAL1_HUMAN	60	248	1.33e-11	29.534	193
M_mag.00g022240.m01	209	311	209	Q08999	sp|Q08999|RBL2_HUMAN	8	112	2.53e-19	39.623	106
M_mag.00g022250.m01	320	616	597	P28749	sp|P28749|RBL1_HUMAN	1	306	9.79e-68	39.610	308
M_mag.00g022300.m01	199	424	165	Q0VBZ0	sp|Q0VBZ0|CSK_BOVIN	26	252	1.41e-11	27.004	237
M_mag.00g022500.m01	25	74	154	P44836	sp|P44836|HGP3_HAEIN	91	140	1.39e-11	48.000	50
M_mag.00g022590.m01	33	78	136	P48982	sp|P48982|BGAL_XANMN	4	49	4.68e-10	54.348	46
M_mag.00g022610.m01	489	583	334	Q32PI5	sp|Q32PI5|2AAA_BOVIN	1	95	7.50e-37	67.368	95
M_mag.00g022620.m01	1	454	1999	P30153	sp|P30153|2AAA_HUMAN	1	456	0.0	82.018	456
M_mag.00g022660.m01	59	386	840	Q03168	sp|Q03168|ASPP_AEDAE	9	343	1.08e-109	50.888	338
M_mag.00g022670.m01	277	688	202	Q28298	sp|Q28298|RRBP1_CANLF	13	424	2.33e-15	20.631	412
M_mag.00g022690.m01	395	856	290	Q95SX7	sp|Q95SX7|RTBS_DROME	409	848	6.30e-25	26.180	466
M_mag.00g022730.m01	14	153	148	Q7T2E3	sp|Q7T2E3|KC1DA_DANRE	71	204	3.22e-09	29.286	140
M_mag.00g022740.m01	10	453	556	Q8WVB3	sp|Q8WVB3|HEXD_HUMAN	90	530	2.23e-63	34.868	456
M_mag.00g022870.m01	1245	1358	236	Q99570	sp|Q99570|PI3R4_HUMAN	1	118	7.00e-23	38.983	118
M_mag.00g022910.m01	597	639	145	Q9WU20	sp|Q9WU20|MTHR_MOUSE	1	43	8.53e-12	58.140	43
M_mag.00g022920.m01	257	323	222	Q5I598	sp|Q5I598|MTHR_BOVIN	2	68	6.05e-22	59.701	67
M_mag.00g022960.m01	161	336	577	O15945	sp|O15945|ARNT_DROME	1	134	7.80e-71	61.932	176
M_mag.00g023260.m01	259	622	661	P20825	sp|P20825|POL2_DROME	7	373	1.06e-76	38.482	369
M_mag.00g023310.m01	778	1029	253	P23074	sp|P23074|POL_SFV1	580	813	1.02e-20	27.734	256
M_mag.00g023430.m01	440	595	179	Q95SX7	sp|Q95SX7|RTBS_DROME	40	195	3.77e-14	33.974	156
M_mag.00g023650.m01	192	622	730	P20825	sp|P20825|POL2_DROME	667	1095	1.51e-79	37.156	436
M_mag.00g023740.m01	658	804	292	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	49	196	1.63e-27	40.541	148
M_mag.00g023750.m01	928	1079	220	P10394	sp|P10394|POL4_DROME	1	151	1.11e-19	32.237	152
M_mag.00g023830.m01	178	493	815	Q8CDM1	sp|Q8CDM1|ATAD2_MOUSE	1	272	1.98e-100	53.165	316
M_mag.00g023920.m01	611	770	164	P21328	sp|P21328|RTJK_DROME	11	167	2.11e-12	27.545	167
M_mag.00g024200.m01	520	660	163	P21328	sp|P21328|RTJK_DROME	1	143	2.50e-12	29.371	143
M_mag.00g024240.m01	359	966	1183	O18497	sp|O18497|MAN2_SPOFR	1	623	3.02e-146	43.328	637
M_mag.00g024260.m01	128	183	193	O18497	sp|O18497|MAN2_SPOFR	1	56	4.08e-18	58.929	56
M_mag.00g024290.m01	1237	1526	319	Q585H6	sp|Q585H6|FAZ1_TRYB2	280	569	1.10e-28	37.931	290
M_mag.00g024350.m01	1	122	461	P02284	sp|P02284|H2B_PATGR	1	122	1.33e-59	89.344	122
M_mag.00g024510.m01	26	80	236	O01666	sp|O01666|ATPG_DROME	1	55	8.27e-25	83.636	55
M_mag.00g024840.m01	260	389	287	P20825	sp|P20825|POL2_DROME	52	179	9.31e-29	38.462	130
M_mag.00g024850.m01	324	452	160	Q588U8	sp|Q588U8|CFDP2_TRAJA	8	132	5.01e-12	29.771	131
M_mag.00g024940.m01	454	893	301	Q95SX7	sp|Q95SX7|RTBS_DROME	165	592	4.64e-27	27.527	465
M_mag.00g024960.m01	229	622	674	P20825	sp|P20825|POL2_DROME	1	392	2.50e-78	37.594	399
M_mag.00g024990.m01	192	622	677	P20825	sp|P20825|POL2_DROME	904	1333	8.34e-72	35.520	442
M_mag.00g025000.m01	528	815	225	P21329	sp|P21329|RTJK_DROFU	1	276	2.84e-19	26.207	290
M_mag.00g025030.m01	163	622	745	P20825	sp|P20825|POL2_DROME	48	503	3.12e-86	36.422	464
M_mag.00g025130.m01	441	783	254	Q95SX7	sp|Q95SX7|RTBS_DROME	14	330	6.63e-22	25.862	348
M_mag.00g025210.m01	157	840	409	P21328	sp|P21328|RTJK_DROME	1	679	2.37e-39	25.957	705
M_mag.00g025250.m01	410	526	235	P04323	sp|P04323|POL3_DROME	19	134	1.86e-22	37.607	117
M_mag.00g025300.m01	575	780	194	P15594	sp|P15594|RTP2_TRYBG	41	241	7.60e-14	30.516	213
M_mag.00g025320.m01	264	1135	730	P0CT35	sp|P0CT35|TF22_SCHPO	166	999	2.99e-78	26.251	899
M_mag.00g025360.m01	259	622	593	P20825	sp|P20825|POL2_DROME	7	362	1.89e-67	36.314	369
M_mag.00g025460.m01	335	433	366	Q5RFQ3	sp|Q5RFQ3|PWP2_PONAB	1	99	1.03e-40	61.616	99
M_mag.00g025490.m01	766	988	372	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	7	234	3.12e-39	36.522	230
M_mag.00g025530.m01	368	836	510	Q95SX7	sp|Q95SX7|RTBS_DROME	55	508	4.52e-52	31.723	476
M_mag.00g025640.m01	124	210	170	O95393	sp|O95393|BMP10_HUMAN	3	95	3.52e-14	37.634	93
M_mag.00g025700.m01	261	622	483	P04323	sp|P04323|POL3_DROME	209	526	8.86e-51	31.593	364
M_mag.00g025730.m01	818	1026	305	O93209	sp|O93209|POL_FFV	4	216	1.02e-30	29.767	215
M_mag.00g025750.m01	383	786	741	Q9QYM7	sp|Q9QYM7|XPF_CRIGR	75	473	1.97e-87	42.043	421
M_mag.00g025800.m01	436	865	285	Q95SX7	sp|Q95SX7|RTBS_DROME	9	415	9.57e-25	26.376	436
M_mag.00g025860.m01	437	790	252	P16425	sp|P16425|Y2R2_DROME	10	364	4.90e-22	25.341	367
M_mag.00g025880.m01	436	865	285	Q95SX7	sp|Q95SX7|RTBS_DROME	9	415	9.57e-25	26.376	436
M_mag.00g025950.m01	477	660	251	P21328	sp|P21328|RTJK_DROME	61	244	6.96e-23	32.973	185
M_mag.00g026110.m01	15	417	708	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	20	431	8.61e-86	39.578	427
M_mag.00g026120.m01	583	832	243	Q9NBX4	sp|Q9NBX4|RTXE_DROME	10	254	7.80e-22	29.730	259
M_mag.00g026280.m01	348	567	271	Q8I7P9	sp|Q8I7P9|POL5_DROME	2	216	8.99e-26	31.416	226
M_mag.00g026330.m01	848	1002	181	Q09575	sp|Q09575|YRD6_CAEEL	260	412	1.18e-12	28.846	156
M_mag.00g026360.m01	317	596	216	Q9NBX4	sp|Q9NBX4|RTXE_DROME	211	490	1.36e-16	26.389	288
M_mag.00g026390.m01	188	526	535	P04323	sp|P04323|POL3_DROME	147	437	2.91e-58	34.897	341
M_mag.00g026420.m01	157	840	396	P21328	sp|P21328|RTJK_DROME	1	679	8.60e-38	25.426	704
M_mag.00g026490.m01	230	622	680	P20825	sp|P20825|POL2_DROME	1	391	3.44e-79	37.940	398
M_mag.00g026710.m01	802	1023	324	O93209	sp|O93209|POL_FFV	457	685	3.18e-29	30.736	231
M_mag.00g026730.m01	488	840	333	P21328	sp|P21328|RTJK_DROME	303	644	3.68e-30	28.889	360
M_mag.00g026880.m01	192	1135	806	P0CT38	sp|P0CT38|TF25_SCHPO	228	1137	1.66e-87	26.680	967
M_mag.00g026910.m01	774	1021	289	P27401	sp|P27401|POL_SFV3L	17	279	1.11e-25	28.517	263
M_mag.00g026920.m01	435	622	283	P20825	sp|P20825|POL2_DROME	4	169	2.21e-28	37.306	193
M_mag.00g027000.m01	646	787	176	Q9UR07	sp|Q9UR07|TF211_SCHPO	1	142	3.06e-12	30.769	143
M_mag.00g027070.m01	216	356	282	P04323	sp|P04323|POL3_DROME	31	165	4.06e-28	42.553	141
M_mag.00g027080.m01	856	999	177	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	1	151	2.37e-14	35.714	154
M_mag.00g027100.m01	757	1061	238	P23074	sp|P23074|POL_SFV1	72	345	3.18e-20	29.936	314
M_mag.00g027110.m01	263	622	596	P20825	sp|P20825|POL2_DROME	1	363	7.17e-68	36.438	365
M_mag.00g027150.m01	192	623	563	P04323	sp|P04323|POL3_DROME	1010	1404	1.41e-57	31.982	444
M_mag.00g027160.m01	497	622	260	P20825	sp|P20825|POL2_DROME	73	202	6.23e-25	43.846	130
M_mag.00g027170.m01	374	622	448	P20825	sp|P20825|POL2_DROME	12	255	2.50e-49	38.340	253
M_mag.00g027180.m01	192	541	521	P20825	sp|P20825|POL2_DROME	599	946	3.85e-53	35.211	355
M_mag.00g027210.m01	411	659	263	Q95SX7	sp|Q95SX7|RTBS_DROME	20	269	2.25e-24	31.783	258
M_mag.00g027290.m01	395	856	266	Q95SX7	sp|Q95SX7|RTBS_DROME	409	848	4.62e-22	25.751	466
M_mag.00g027360.m01	802	1023	318	O93209	sp|O93209|POL_FFV	740	968	2.96e-28	30.131	229
M_mag.00g027460.m01	480	629	229	P21328	sp|P21328|RTJK_DROME	24	174	9.65e-21	35.762	151
M_mag.00g027480.m01	1088	1447	305	Q99315	sp|Q99315|YG31B_YEAST	787	1128	1.41e-26	26.171	363
M_mag.00g027670.m01	607	723	215	Q9H0J4	sp|Q9H0J4|QRIC2_HUMAN	9	125	8.76e-20	47.009	117
M_mag.00g027690.m01	465	671	210	Q8R508	sp|Q8R508|FAT3_RAT	80	282	3.00e-17	31.754	211
M_mag.00g027700.m01	2288	2572	245	O15943	sp|O15943|CADN_DROME	1	290	2.21e-21	28.990	307
M_mag.00g027740.m01	512	922	194	P15594	sp|P15594|RTP2_TRYBG	378	827	1.26e-13	23.909	481
M_mag.00g027780.m01	581	971	297	P0DP91	sp|P0DP91|ERPG3_HUMAN	180	527	1.14e-26	27.384	409
M_mag.00g027880.m01	528	621	188	P20825	sp|P20825|POL2_DROME	8	101	1.08e-16	40.426	94
M_mag.00g027890.m01	192	479	360	P04323	sp|P04323|POL3_DROME	259	511	7.45e-35	30.903	288
M_mag.00g027920.m01	528	816	240	Q95SX7	sp|Q95SX7|RTBS_DROME	2	276	3.27e-21	26.263	297
M_mag.00g027960.m01	1392	1661	242	P10273	sp|P10273|POL_FLV	19	287	4.56e-21	29.110	292
M_mag.00g027970.m01	643	1040	688	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	365	769	8.65e-75	37.838	407
M_mag.00g028010.m01	477	554	161	P21328	sp|P21328|RTJK_DROME	5	81	4.51e-13	39.744	78
M_mag.00g028110.m01	196	456	463	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	1	267	8.33e-52	39.416	274
M_mag.00g028140.m01	601	731	245	Q99315	sp|Q99315|YG31B_YEAST	187	313	1.32e-21	41.221	131
M_mag.00g028150.m01	1369	1692	233	Q2F7J3	sp|Q2F7J3|POL_XMRV3	111	409	2.48e-19	29.217	332
M_mag.00g028160.m01	617	927	527	Q99315	sp|Q99315|YG31B_YEAST	281	582	8.15e-56	37.304	319
M_mag.00g028170.m01	192	1114	809	P0CT38	sp|P0CT38|TF25_SCHPO	228	1116	8.24e-88	27.167	946
M_mag.00g028180.m01	489	856	270	Q95SX7	sp|Q95SX7|RTBS_DROME	408	754	1.38e-22	26.685	371
M_mag.00g028250.m01	411	595	200	Q95SX7	sp|Q95SX7|RTBS_DROME	19	204	7.86e-17	32.086	187
M_mag.00g028310.m01	101	309	296	Q8I7P9	sp|Q8I7P9|POL5_DROME	62	271	1.20e-26	32.093	215
M_mag.00g028370.m01	425	840	434	P21328	sp|P21328|RTJK_DROME	13	422	2.70e-44	28.774	424
M_mag.00g028400.m01	440	667	307	Q9NBX4	sp|Q9NBX4|RTXE_DROME	23	252	2.27e-30	35.931	231
M_mag.00g028460.m01	425	840	391	P21328	sp|P21328|RTJK_DROME	13	406	7.14e-39	27.635	427
M_mag.00g028470.m01	192	622	636	P20825	sp|P20825|POL2_DROME	994	1396	1.47e-66	35.780	436
M_mag.00g028500.m01	168	623	671	P04323	sp|P04323|POL3_DROME	378	836	2.77e-71	34.829	468
M_mag.00g028540.m01	534	1107	574	P0CT37	sp|P0CT37|TF24_SCHPO	1	552	9.33e-61	27.768	587
M_mag.00g028550.m01	585	824	258	P21329	sp|P21329|RTJK_DROFU	24	258	1.84e-22	31.855	248
M_mag.00g028590.m01	891	1036	211	P10394	sp|P10394|POL4_DROME	53	198	1.93e-18	32.450	151
M_mag.00g028680.m01	348	524	206	Q8I7P9	sp|Q8I7P9|POL5_DROME	2	173	4.41e-18	32.402	179
M_mag.00g028710.m01	544	783	238	Q95SX7	sp|Q95SX7|RTBS_DROME	10	244	2.58e-21	30.242	248
M_mag.00g028740.m01	802	1023	322	O93209	sp|O93209|POL_FFV	862	1090	1.14e-28	30.736	231
M_mag.00g028810.m01	351	652	145	P21328	sp|P21328|RTJK_DROME	20	252	3.37e-09	24.752	303
M_mag.00g028900.m01	432	585	175	Q03278	sp|Q03278|PO21_NASVI	565	728	1.62e-11	31.707	164
M_mag.00g028950.m01	216	557	545	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	2	356	7.00e-63	37.396	361
M_mag.00g029030.m01	6	532	264	P21328	sp|P21328|RTJK_DROME	3	530	9.65e-23	25.581	559
M_mag.00g029040.m01	559	789	290	Q95SX7	sp|Q95SX7|RTBS_DROME	1	229	2.59e-28	31.381	239
M_mag.00g029070.m01	27	250	362	Q8BR93	sp|Q8BR93|HARB1_MOUSE	21	243	5.90e-40	35.242	227
M_mag.00g029150.m01	11	219	157	P21328	sp|P21328|RTJK_DROME	8	209	4.67e-11	29.864	221
M_mag.00g029240.m01	42	456	783	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	1	417	1.32e-95	41.355	428
M_mag.00g029250.m01	913	1223	307	P0CT36	sp|P0CT36|TF23_SCHPO	28	338	3.00e-28	27.500	320
M_mag.00g029360.m01	168	623	642	P04323	sp|P04323|POL3_DROME	268	681	6.26e-69	34.483	464
M_mag.00g029370.m01	414	832	338	P21328	sp|P21328|RTJK_DROME	10	414	9.92e-32	26.218	431
M_mag.00g029390.m01	893	1236	280	P10394	sp|P10394|POL4_DROME	612	960	1.24e-23	26.629	353
M_mag.00g029440.m01	790	1036	196	P23074	sp|P23074|POL_SFV1	43	238	1.30e-14	24.400	250
M_mag.00g029490.m01	263	516	405	P20825	sp|P20825|POL2_DROME	1	253	1.36e-43	35.686	255
